rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20250654,오디세이,2026-08-05,5421127260,44.9,-327550430,-5.7,20498832930,497554,-28101,-5.3,1874817,1798,5118,2026-08-09,2026-08-11 11:42:26
2,0,OLD,20262770,스파이더맨: 브랜드 뉴 데이,2026-07-29,4782490470,39.6,-559568450,-10.5,61881618240,463917,-50220,-9.8,5916397,1763,6052,2026-08-09,2026-08-11 11:42:26
3,0,OLD,20262381,사랑의 하츄핑: 고래보석의 전설,2026-08-05,1172014190,9.7,-10367950,-0.9,4102500760,123565,-621,-0.5,433806,941,2164,2026-08-09,2026-08-11 11:42:26
4,0,OLD,20233219,호프,2026-07-15,336401020,2.8,-63508780,-15.9,47091140690,32223,-5623,-14.9,4393881,548,832,2026-08-09,2026-08-11 11:42:26
5,0,OLD,20262902,다윗,2026-07-10,78274050,0.6,24064160,44.4,2807299180,8342,2495,42.7,289350,145,154,2026-08-09,2026-08-11 11:42:26
6,0,OLD,20261784,미니언즈 & 몬스터즈,2026-07-15,45058680,0.4,-834520,-1.8,7592884320,5014,-63,-1.2,763292,227,243,2026-08-09,2026-08-11 11:42:26
7,1,OLD,20264635,명탐정 코난: 하이웨이의 타천사,2026-08-12,57231270,0.5,1479820,2.7,112982720,4473,118,2.7,8828,37,38,2026-08-09,2026-08-11 11:42:26
8,-1,OLD,20264148,어떻게 해야 했을까?,2026-07-29,40423200,0.3,-6011950,-12.9,500173500,3978,-569,-12.5,49728,79,137,2026-08-09,2026-08-11 11:42:26
9,1,OLD,20255484,오케이 마담2,2026-08-12,25903900,0.2,7280200,39.1,115943600,2382,855,56,11783,12,14,2026-08-09,2026-08-11 11:42:26
10,-1,OLD,20259781,토이 스토리 5,2026-06-17,18777850,0.2,-1450790,-7.2,30208578240,1907,-160,-7.7,2939376,99,102,2026-08-09,2026-08-11 11:42:26
